id;Region1;Region2;Region3;Region4;Topic;IndicatorID;IndicatorName;Unit;Y2017;Y2016;Y2015;Y2014;Y2013;Y2012;Y2011;Y2010;Y2009;Y2008;Y2007;Y2006;Region1id;Region2id;Region3id;Region4id;FinalRegionID;Source
6560944;г. Москва;Арбат;;;Занятость и заработная плата;44708;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по  стажу муниципальной службы -- Органы местного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- от 10 до 15 лет -- на 1 октября;человек;;;;;2;;;;;;;;18;6183;;;6183;myData.biz
6560913;г. Москва;Арбат;;;Занятость и заработная плата;44708;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по  стажу муниципальной службы -- Органы местного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- от 10 до 15 лет -- на 1 октября;человек;;;;;;;6;;;;;;18;6183;;;6183;myData.biz
6560914;г. Москва;Арбат;;;Занятость и заработная плата;44709;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по  стажу муниципальной службы -- Органы местного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- от 15 до 25 лет -- на 1 октября;человек;;;;;;;9;;;;;;18;6183;;;6183;myData.biz
6560945;г. Москва;Арбат;;;Занятость и заработная плата;44709;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по  стажу муниципальной службы -- Органы местного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- от 15 до 25 лет -- на 1 октября;человек;;1;;;3;;;;;;;;18;6183;;;6183;myData.biz
6560943;г. Москва;Арбат;;;Занятость и заработная плата;44707;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по  стажу муниципальной службы -- Органы местного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- от 5 до 10 лет -- на 1 октября;человек;;1;;;4;;;;;;;;18;6183;;;6183;myData.biz
6560912;г. Москва;Арбат;;;Занятость и заработная плата;44707;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по  стажу муниципальной службы -- Органы местного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- от 5 до 10 лет -- на 1 октября;человек;;;;;;;18;;;;;;18;6183;;;6183;myData.biz
6560907;г. Москва;Арбат;;;Занятость и заработная плата;44665;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- 30-39 -- на 1 октября;человек;;1;;;4;;;;;;;;18;6183;;;6183;myData.biz
6560887;г. Москва;Арбат;;;Занятость и заработная плата;44665;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- 30-39 -- на 1 октября;человек;;;;;;;15;;;;;;18;6183;;;6183;myData.biz
6560888;г. Москва;Арбат;;;Занятость и заработная плата;44666;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- 40-49 -- на 1 октября;человек;;;;;;;15;;;;;;18;6183;;;6183;myData.biz
6560908;г. Москва;Арбат;;;Занятость и заработная плата;44666;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- 40-49 -- на 1 октября;человек;;1;;;4;;;;;;;;18;6183;;;6183;myData.biz
6560909;г. Москва;Арбат;;;Занятость и заработная плата;44667;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- 50-59 -- на 1 октября;человек;;1;;;4;;;;;;;;18;6183;;;6183;myData.biz
6560889;г. Москва;Арбат;;;Занятость и заработная плата;44667;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- 50-59 -- на 1 октября;человек;;;;;;;15;;;;;;18;6183;;;6183;myData.biz
6560885;г. Москва;Арбат;;;Занятость и заработная плата;44663;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- Всего -- на 1 октября;человек;;;;;;;51;;;;;;18;6183;;;6183;myData.biz
6560905;г. Москва;Арбат;;;Занятость и заработная плата;44663;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- Всего -- на 1 октября;человек;;;;;17;;;;;;;;18;6183;;;6183;myData.biz
6560906;г. Москва;Арбат;;;Занятость и заработная плата;44664;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- до 30 -- на 1 октября;человек;;3;;;5;;;;;;;;18;6183;;;6183;myData.biz
6560886;г. Москва;Арбат;;;Занятость и заработная плата;44664;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- до 30 -- на 1 октября;человек;;;;;;;6;;;;;;18;6183;;;6183;myData.biz
6560882;г. Москва;Арбат;;;Занятость и заработная плата;44658;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Местные администрации (исполнительно-распорядительные органы муниципальных образований) - всего -- всего -- 30-39 -- на 1 октября;человек;;;;;;;15;;;;;;18;6183;;;6183;myData.biz
6560902;г. Москва;Арбат;;;Занятость и заработная плата;44658;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Местные администрации (исполнительно-распорядительные органы муниципальных образований) - всего -- всего -- 30-39 -- на 1 октября;человек;;1;;;4;;;;;;;;18;6183;;;6183;myData.biz
6560903;г. Москва;Арбат;;;Занятость и заработная плата;44659;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Местные администрации (исполнительно-распорядительные органы муниципальных образований) - всего -- всего -- 40-49 -- на 1 октября;человек;;1;;;4;;;;;;;;18;6183;;;6183;myData.biz
6560883;г. Москва;Арбат;;;Занятость и заработная плата;44659;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Местные администрации (исполнительно-распорядительные органы муниципальных образований) - всего -- всего -- 40-49 -- на 1 октября;человек;;;;;;;15;;;;;;18;6183;;;6183;myData.biz
6560884;г. Москва;Арбат;;;Занятость и заработная плата;44660;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Местные администрации (исполнительно-распорядительные органы муниципальных образований) - всего -- всего -- 50-59 -- на 1 октября;человек;;;;;;;15;;;;;;18;6183;;;6183;myData.biz
6560904;г. Москва;Арбат;;;Занятость и заработная плата;44660;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Местные администрации (исполнительно-распорядительные органы муниципальных образований) - всего -- всего -- 50-59 -- на 1 октября;человек;;1;;;4;;;;;;;;18;6183;;;6183;myData.biz
6560900;г. Москва;Арбат;;;Занятость и заработная плата;44656;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Местные администрации (исполнительно-распорядительные органы муниципальных образований) - всего -- всего -- Всего -- на 1 октября;человек;;;;;17;;;;;;;;18;6183;;;6183;myData.biz
6560880;г. Москва;Арбат;;;Занятость и заработная плата;44656;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Местные администрации (исполнительно-распорядительные органы муниципальных образований) - всего -- всего -- Всего -- на 1 октября;человек;;;;;;;51;;;;;;18;6183;;;6183;myData.biz
6560881;г. Москва;Арбат;;;Занятость и заработная плата;44657;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Местные администрации (исполнительно-распорядительные органы муниципальных образований) - всего -- всего -- до 30 -- на 1 октября;человек;;;;;;;6;;;;;;18;6183;;;6183;myData.biz
6560901;г. Москва;Арбат;;;Занятость и заработная плата;44657;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Местные администрации (исполнительно-распорядительные органы муниципальных образований) - всего -- всего -- до 30 -- на 1 октября;человек;;3;;;5;;;;;;;;18;6183;;;6183;myData.biz
6560892;г. Москва;Арбат;;;Занятость и заработная плата;44672;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы месного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- 30-39 -- на 1 октября;человек;;;;;;;15;;;;;;18;6183;;;6183;myData.biz
6560893;г. Москва;Арбат;;;Занятость и заработная плата;44673;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы месного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- 40-49 -- на 1 октября;человек;;;;;;;15;;;;;;18;6183;;;6183;myData.biz
6560894;г. Москва;Арбат;;;Занятость и заработная плата;44674;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы месного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- 50-59 -- на 1 октября;человек;;;;;;;15;;;;;;18;6183;;;6183;myData.biz
6560890;г. Москва;Арбат;;;Занятость и заработная плата;44670;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы месного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- Всего -- на 1 октября;человек;;;;;;;51;;;;;;18;6183;;;6183;myData.biz
6560891;г. Москва;Арбат;;;Занятость и заработная плата;44671;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы месного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- до 30 -- на 1 октября;человек;;;;;;;6;;;;;;18;6183;;;6183;myData.biz
6560872;г. Москва;Арбат;;;Занятость и заработная плата;44651;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления внутригородских территорий городов федерального значения -- всего -- 30-39 -- на 1 октября;человек;;;;;;;15;;;;;;18;6183;;;6183;myData.biz
6560873;г. Москва;Арбат;;;Занятость и заработная плата;44652;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления внутригородских территорий городов федерального значения -- всего -- 40-49 -- на 1 октября;человек;;;;;;;15;;;;;;18;6183;;;6183;myData.biz
6560874;г. Москва;Арбат;;;Занятость и заработная плата;44653;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления внутригородских территорий городов федерального значения -- всего -- 50-59 -- на 1 октября;человек;;;;;;;15;;;;;;18;6183;;;6183;myData.biz
6560870;г. Москва;Арбат;;;Занятость и заработная плата;44649;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления внутригородских территорий городов федерального значения -- всего -- Всего -- на 1 октября;человек;;;;;;;51;;;;;;18;6183;;;6183;myData.biz
6560871;г. Москва;Арбат;;;Занятость и заработная плата;44650;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления внутригородских территорий городов федерального значения -- всего -- до 30 -- на 1 октября;человек;;;;;;;6;;;;;;18;6183;;;6183;myData.biz
6560877;г. Москва;Арбат;;;Занятость и заработная плата;46327;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления и избирательные комиссии внутригородских территорий городов федерального значения -- всего -- 30-39 -- на 1 октября;человек;;;;;4;;;;;;;;18;6183;;;6183;myData.biz
6560878;г. Москва;Арбат;;;Занятость и заработная плата;46328;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления и избирательные комиссии внутригородских территорий городов федерального значения -- всего -- 40-49 -- на 1 октября;человек;;;;;4;;;;;;;;18;6183;;;6183;myData.biz
6560879;г. Москва;Арбат;;;Занятость и заработная плата;46329;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления и избирательные комиссии внутригородских территорий городов федерального значения -- всего -- 50-59 -- на 1 октября;человек;;;;;4;;;;;;;;18;6183;;;6183;myData.biz
6560875;г. Москва;Арбат;;;Занятость и заработная плата;46325;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления и избирательные комиссии внутригородских территорий городов федерального значения -- всего -- Всего -- на 1 октября;человек;;;;;17;;;;;;;;18;6183;;;6183;myData.biz
6560876;г. Москва;Арбат;;;Занятость и заработная плата;46326;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления и избирательные комиссии внутригородских территорий городов федерального значения -- всего -- до 30 -- на 1 октября;человек;;;;;5;;;;;;;;18;6183;;;6183;myData.biz
6560867;г. Москва;Арбат;;;Занятость и заработная плата;44633;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- 30-39 -- на 1 октября;человек;;;;;;;15;;;;;;18;6183;;;6183;myData.biz
6560897;г. Москва;Арбат;;;Занятость и заработная плата;44633;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- 30-39 -- на 1 октября;человек;;1;;;4;;;;;;;;18;6183;;;6183;myData.biz
6560898;г. Москва;Арбат;;;Занятость и заработная плата;44640;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- 40-49 -- на 1 октября;человек;;1;;;4;;;;;;;;18;6183;;;6183;myData.biz
6560868;г. Москва;Арбат;;;Занятость и заработная плата;44640;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- 40-49 -- на 1 октября;человек;;;;;;;15;;;;;;18;6183;;;6183;myData.biz
6560869;г. Москва;Арбат;;;Занятость и заработная плата;44641;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- 50-59 -- на 1 октября;человек;;;;;;;15;;;;;;18;6183;;;6183;myData.biz
6560899;г. Москва;Арбат;;;Занятость и заработная плата;44641;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- 50-59 -- на 1 октября;человек;;1;;;4;;;;;;;;18;6183;;;6183;myData.biz
6560895;г. Москва;Арбат;;;Занятость и заработная плата;44631;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- Всего -- на 1 октября;человек;;;;;17;;;;;;;;18;6183;;;6183;myData.biz
6560865;г. Москва;Арбат;;;Занятость и заработная плата;44631;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- Всего -- на 1 октября;человек;;;;;;;51;;;;;;18;6183;;;6183;myData.biz
6560866;г. Москва;Арбат;;;Занятость и заработная плата;44632;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- до 30 -- на 1 октября;человек;;;;;;;6;;;;;;18;6183;;;6183;myData.biz
6560896;г. Москва;Арбат;;;Занятость и заработная плата;44632;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по возрасту -- Органы местного самоуправления и избирательные комиссии муниципальных образований - всего -- всего -- до 30 -- на 1 октября;человек;;3;;;5;;;;;;;;18;6183;;;6183;myData.biz
6561083;г. Москва;Арбат;;;Занятость и заработная плата;45149;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по должностям -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- Ведущие -- на 1 октября;человек;;;;;;;6;;;;;;18;6183;;;6183;myData.biz
6561115;г. Москва;Арбат;;;Занятость и заработная плата;45149;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по должностям -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- Ведущие -- на 1 октября;человек;;3;;;2;;;;;;;;18;6183;;;6183;myData.biz
6561113;г. Москва;Арбат;;;Занятость и заработная плата;45142;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по должностям -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- Высшие -- на 1 октября;человек;;;;;1;;;;;;;;18;6183;;;6183;myData.biz
6561081;г. Москва;Арбат;;;Занятость и заработная плата;45142;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по должностям -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- Высшие -- на 1 октября;человек;;;;;;;3;;;;;;18;6183;;;6183;myData.biz
6561082;г. Москва;Арбат;;;Занятость и заработная плата;45144;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по должностям -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- Главные -- на 1 октября;человек;;;;;;;3;;;;;;18;6183;;;6183;myData.biz
6561114;г. Москва;Арбат;;;Занятость и заработная плата;45144;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по должностям -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- Главные -- на 1 октября;человек;;;;;1;;;;;;;;18;6183;;;6183;myData.biz
6561112;г. Москва;Арбат;;;Занятость и заработная плата;45139;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по должностям -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- Должности муниципальной службы-всего -- на 1 октября;человек;;5;;;16;;;;;;;;18;6183;;;6183;myData.biz
6561080;г. Москва;Арбат;;;Занятость и заработная плата;45139;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по должностям -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- Должности муниципальной службы-всего -- на 1 октября;человек;;;;;;;48;;;;;;18;6183;;;6183;myData.biz
6561086;г. Москва;Арбат;;;Занятость и заработная плата;45156;Численность работников , замещавших государственные (муниципальные) должности и должности государственной гражданской (муниципальной) службы по состоянию на 1 октября 2013 года по должностям -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- Итого на муниципальных должностях и должностях муниципальной службы -- на 1 октября;человек;;;;;;;51;;;;;;18;6183;;;6183;myData.biz
